customer_code,station_name,city,district,division,province,location,lat,lng,total_dus
102943,KHURRAM PET SERVICE,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,5/6 BWP/HASIL PUR ROADCHAK NO 9/B.CBAHAWALPUR,29.3811859,71.7353043,5
103203,AL MASOOD P/S,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,MOUZA GOTH JHUMARKHIRPUR TAMEWALIBHAWALPUR,29.59335,72.24663,3
113800,JINNAH P/S,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,ON HASILPUR VEHARI ROAD AT HASILPUR CITY,29.6995067,72.5537036,5
102673,QUICKWAY SER STATION,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,CHOWK-FAWARA BAHA PURDIST BAHAWALPUR,29.3906061,71.6707859,4
117437,CARWAN TRUCKING STN,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,"KM 847,848 N-5, MAUZA KHANUWALI BAHAWLAPUR",29.4060843,71.6389213,4
119817,GREEN STAR TRUCK STN,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,KM-850/851 N-H-WAYMZA WALISLAN BAHAWALPUR.,29.43444,71.64978,5
119069,REHMAN FILL STATION,KHAIRPUR,BAHAWALPUR,BWP,PUNJAB,CHOKIWALA INAYATI MAUZA ROKRANI TEHSIL KHAIRPUR TAMIWALI BAHAWALPUR KHAIRPUR,29.71591,72.31371,3
114684,FAISAL P/S,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,KM12/13 Q-PUR/JAMPURBAK RD CHAK CHAUDHRIANBAHWALPU,29.78369,72.40805,2
102903,BASHIR PET SERVICE,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,CHAK 83FFATEH HASILDURBAHAWALPUR,29.5930835,72.5833994,4
119130,ROHI,KHAIRPUR,BAHAWALPUR,BWP,PUNJAB,HASILPUR ROAD KHAIRPUR TAMIWALI BAHAWALPUR KHAIRPUR,29.56102,72.19129,4
102925,MADINA PET SERVICE,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,MILE 7/4-5 AHMED-P-ERDSAMASTTA BAHAWALPUR,29.3406029,71.5857306,3
114685,FIRDOUS P/S,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,HASILPUR ROADMOUZA CHANIPURB.PUR,29.5863588,72.236297,2
114456,MAQBOOL P/S,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,ON HASILPUR CHISTIAN ROAD AT CHAK NO. 60-61/F TEHSIL HASILPUR,29.7067281,72.5913769,3
102975,SANGHALAN FILL STATION,VEHARI,BAHAWALPUR,BWP,PUNJAB,31/32KM OF STATE H-WAYCHAK NO 38/BCBAHAWALPUR,29.469999,71.987993,4
114700,AAMER PET SERVICE,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,HASILPUR/CHONA WALA RDCHAK NO 160/MURADBAHAWALPUR,29.50898,72.64443,4
114838,RAMAY PET SERVICE,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,KM 94/95 STATE HIGHWAYCHAK NO 18/FWBAHAWALPUR,29.6962981,72.5402641,4
103045,MODEL PET SERVICE,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,KM 92 MULTAN/BWP ROADMOUZA BINDRABAHAWALPUR,29.42286,71.66568,5
103146,BASRA PET SERVICE,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,HASILPUR/C.WALLA ROADCHAK NO-63/F HASILPURBAHAWALP,29.6797368,72.5748776,4
119259,HNR PETROLEUM SERVICE,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,"CHAK NO.5/BC HASILPUR ROAD, DERA BHAKHA BAHAWALPUR",29.4033061,71.8161185,4
103199,WAQAS PER.SERVICE,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,MOUZA TIBBI GHAFARKHAIRPUR TANNE WALIBAHAWALPUR,29.69794,72.29071,2
103597,ALLAH-O-AKBER P/S,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,SAMA SATTA FATOO RDMOUZA FATOWALIBWP.,29.37243,71.59376,3
103633,MOHKUM  P/S,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,KHANKAH  SHARIFBAHAWALPUR,29.3069042,71.5478611,4
103765,RASHAD PET.SERVICE,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,61 ON STATE H/WAYSECTOR BAHAWAL PURHASILPUR ROAD M,29.59997,72.25456,4
115502,BASRA FILLING STATION,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,KM 12-13 BAHAWALPURBAHAWALNAGAR ROAD ATMAUZA QAIMP,29.6770019,72.4423991,4
119948,ALI ARFAN PETROLEUM SERVICES,HASILPUR,BAHAWALPUR,BWP,PUNJAB,"MOUZA ABLANI HASILPUR QAIMPUR-HEAD ISLAM ROAD,BAHAWALPUR HASILPUR",29.74884,72.46717,3
118014,ZAM ZAM P S,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,"BAHAWALPUR MULTANROAD, AT MOUZA BI",29.41865,71.66803,5
104205,KHAN BROS. P/S,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,ON BAHAWALPUR AHMEDPUR ROAD AT QASIM BAGHMODEL TOW,29.38517,71.66163,3
116024,NIAZ A GHAFOOR P/S,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,ABDUL GHAFOORPSO  RETAIL DEALERO/SIDE FARID GATEDI,29.3946342,71.6862576,4
117223,GHAZI FS,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,OPPOSITE GENERAL BUS STAND,29.40598,71.67873,6
102884,MODERN SERVICE STAION,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,CHOWK FAWARABAHAWALPUR,29.3907412,71.670673,4
115201,MUKHTAR GILLANI P/S,BAHAWALPUR,MULTAN,BWP,PUNJAB,KM-19 AHMEDPUR UCH SHRRD MZUCH GILLANIBAHAWALPURBA,29.23195,71.07305,5
117534,YAZMAN PETROLEUM SERVICE,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,TAILWALA-YAZMAN ROAD CHAK NO 102/DB. YAZMAN BAHAWALPUR,29.116194,71.749446,3
104192,ARBI T/S,BAHAWALPUR,RAHIM YAR KHAN,BWP,PUNJAB,KM# 772-773 OF N/HIGHWAY AT MOUZA CH# 53/ATEH.LIQA,29.08561,71.06421,3
119319,BASRA FILLING STATION,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,"CHAK NO.56/DB, YAZMAN BAHAWALPUR",29.138953,71.746095,3
102637,ALIZAI AND CO,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,CHACHA BASTI CHOWK AHMEDPUR EAST DIST BWP.,29.14597,71.23995,3
102832,REHBER PET SERVICE,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,B'PUR ROAD TOWNAHMAD PUR BHAWALPUR,29.1548644,71.3005984,5
119483,AL FATAH P/S,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,CHAK NO 42/DB YAZMAN ROAD BAHAWALPUR,29.23271,71.72209,2
117230,AL-MEEZAN FILLING STATION,AHMEDPUR EAST,BAHAWALPUR,BWP,PUNJAB,CHANN GOTH AHMED PUR EAST BAHAWALPUR,29.08975,71.01211,4
102886,ALLAHWALA FILL STATION,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,KM-N-H/WMZAGALLANIBAHAWALPUR,29.20579,71.40031,4
114953,KHALID WARRAICH P/S,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,KM 783-784 ON KLP ROAD (N-5) AT MAUZA INAYATPUR TEHSIL AHMEDPUR,29.10971,71.14691,3
102915,HAFEEZ PET SERVICE,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,MITHARA ROADCHAK NO 8/DRB YAZMANBAHAWALPUR,28.97269,71.53331,3
119482,MIAN BROTHERS FS,AHMEDPUR EAST,BAHAWALPUR,BWP,PUNJAB,"YAZMAN ROAD SHAHIWALA, CHAK 47 AHMEDPUR EAST",29.03486,71.29561,4
103160,ITTEFAQ PET SERVICE,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,CHAK NO-1/DNB YAZMANBAHAWALPUR,29.10411,71.57124,2
103730,THOTA FILLING STATION,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,KM 10 ON AHMEDPUR EASTHEAD RAJAKAN ROAD ATCHAK 47,29.0445576,71.2706092,4
103750,FINE PET SER,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,KM 5 N YAZMAN KUDWALAROAD AT CHAK 88/DBTEHSIL YAZM,29.13995,71.78767,3
115231,GULISTAN P/S,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,7 FROM YAZMAN TAILWALROAD AT 106BAHAWALPUR,29.08971,71.70461,3
118643,MISSAN PETROLEUM SERVICE,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,"IN KM 824 NHW(N-5), MOUZA HABIB MISSAN MUSAFIR KHANA BAHAWALPUR",29.27377,71.48806,4
116733,ISMAIL P/S,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,12 KM MEHRAB WALA 1.0KM SOHAIL COTTON FACT.YAZMAN,29.11654,71.40022,3
104147,ADNAN PET.SERVICE,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,KM 829 ON PAKISTANHIGHWAY MOUZA KHAIRAHTEH.AHMEDPU,29.29244,71.03292,3
111861,TALHA P/S,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,KM 11-12 CHAK 25/BC,29.31908,71.70839,3
114051,NEW BILAL T/S,BAHAWALPUR,LODHRAN,BWP,PUNJAB,LODHRAN BYE PASS ROAD (N-5) AT,29.56546,71.65128,5
102866,ASAD FILL STATION,LODHRAN,LODHRAN,BWP,PUNJAB,KAROR PACCADISTT MULTAN,29.63642,71.90553,3
102944,ABBAS FILL STATION,LODHRAN,LODHRAN,BWP,PUNJAB,KLP RD SEC LODHRAN KWLDUNYAPUR SHARQILODHRAN,29.80221,71.75269,3
103211,IJLAL F/STN,LODHRAN,LODHRAN,BWP,PUNJAB,BETWEEN KHANEWAL-LODHRAN RD AT TANDATAHDA TAHEEM L,29.54713,71.64979,4
115146,DANIYAL P/S,LODHRAN,LODHRAN,BWP,PUNJAB,ATIONAL H.WAY        BAHAWALPUR MULTAN     CHK NO.,29.48038,71.64628,4
102754,RAFIQ PETROLEUM SERVIC,LODHRAN,LODHRAN,BWP,PUNJAB,PSO  RETAIL DEALERSLODHRAN DIST MULTAN,29.55185,71.62556,2
119541,AL-MUSTAFA PET SERVICE,MULTAN,MULTAN,BWP,PUNJAB,"MOUZA BHUTAJEY, TEHSIL LODHRAN JALAL PUR PIR WALA ROAD",29.50425,71.52001,2
102807,SARWAR KHURSHID P/SER,MULTAN,LODHRAN,BWP,PUNJAB,MAUZA KHANPURMULTAN,29.56782,71.71605,3
114791,AL FAREED P/S,MULTAN,LODHRAN,BWP,PUNJAB,DUNYPUR-KAROPACCA ROADALI PUR KANJOO MULTAN,29.624073,71.917901,3
102839,WAHID PET SERVICE,MULTAN,BAHAWALPUR,BWP,PUNJAB,CHOWK PEMITMAUZA SUMRANATIONAL H/W MULTAN,29.59027,71.61426,3
102847,NADEEM PET SERVICE,MULTAN,BAHAWALPUR,BWP,PUNJAB,BASTI MALUKCHAK-3570WB LODHRANMULTAN,29.82047,71.66915,3
119524,DUNYAPUR PET SER,LODHRAN,LODHRAN,BWP,PUNJAB,"KHANEWAL LODHRAN ROAD NEAR SUPER CHOWK, DUNYAPUR DUNYAPUR PETROLEUM SERVICE",29.80601,71.75265,3
102870,AL-SADIQ PET SERVICE,MULTAN,BAHAWALPUR,BWP,PUNJAB,MZA CHAMB KALYARTEH LODHRAN MULTAN,29.44473,71.56178,2
119922,KHAWAJA 1 P/S,LODHRAN,BAHAWALPUR,BWP,PUNJAB,"KHANEWAL-LODHRAN ROAD CHAK NO.321-WB-LODHRAN ROAD, DUNYAPUR HIGHWAY",29.847058,71.761614,3
102919,NAJIF PET SERVICE,LODHRAN,LODHRAN,BWP,PUNJAB,LAL SAGU DAKOTA ROADCHAK NO 231/WBLODHRAN,29.81716,71.90628,0
102949,NEW TEHSIN PET SERVICE,LODHRAN,LODHRAN,BWP,PUNJAB,KW/LODHRAN(BY PASS)MAUZA QATUBPUR DISTT: LODHRAN.,29.89829,71.77692,5
102996,MIAN PET SERVICE,LODHRAN,LODHRAN,BWP,PUNJAB,KM NO 1 BASIT MALOOKMAUZA DUNYAPURLODHRAN,29.80492,71.72923,3
103030,EALIA PET SERVICE,LODHRAN,BAHAWALPUR,BWP,PUNJAB,KM25 SAUJABAD/LODHRANRD MOUZA RAWANRILODHRAN,29.70724,71.49196,2
103068,RED STAR PET SERVICE,LODHRAN,LODHRAN,BWP,PUNJAB,KM 879/880 N/H MXC BWPSEC MOUZA JALLA ARAINLODHRAN,29.73248,71.57264,4
119507,ESSA FILLING STATION,LODHRAN,LODHRAN,BWP,PUNJAB,MAKHDOOM  AALI LODHRAN KM 888-889 N/HIGHWAY,29.78544,71.55684,3
114262,HUZAIFA P/S,LODHRAN,LODHRAN,BWP,PUNJAB,ON LODHRAN MULTAN ROAD (N-5),29.63219,71.60173,4
103175,NEW EVERSHINE FILL/STN,LODHRAN,LODHRAN,BWP,PUNJAB,KM-99 KHANEWAL LODHRANRD MOUZA THADDA DISTT: LODHRAN.,29.54474,71.64962,5
103208,AL MUSTAFA  P/S.,LODHRAN,LODHRAN,BWP,PUNJAB,KEHROR PACCA LODHRANMAUZA DHANOTLODHRAN,29.58392,71.76522,3
116082,USMAN BROTHERS F/S,LODHRAN,LODHRAN,BWP,PUNJAB,"KM#65,KHANEWAL LODHRAN ROAD.E5 CHAK # 327/WB,TEHSIL DUNYAPUR",29.83271,71.75659,3
116063,KHAN P/S,LODHRAN,LODHRAN,BWP,PUNJAB,ON MULTAN DUNYAPVR RD.CHAK # 339 WBLODHRANDUNYAPUR,29.84613,71.71295,3
113801,BLUE SKY P/S,LODHRAN,LODHRAN,BWP,PUNJAB,"IN KM 1, ON LAL SAGU ROAD DUNYAPUR CITY",29.80418,71.74757,4
103746,REHMAN FILLING STATION,VEHARI,Lodhran,BWP,PUNJAB,KM 887-878 ON N.H.WAY(N-5) AT MOUZA ALIASAR TEHSIL,29.684429,71.586617,3
103762,AL-FAZAL PET.SERVICE,LODHRAN,LODHRAN,BWP,PUNJAB,KM 1 FROM DUNYAPUR ONKAROR PACCA ROAD MOUZADUNYAPU,29.79439,71.74987,3
103774,ASIM AND COMPANY,LODHRAN,LODHRAN,BWP,PUNJAB,FROM RAILWAY ROADCROSSING ON KAROR ROADLODHRAN,29.62165,71.90502,5
104142,SEVEN STAR TRUCKING,LODHRAN,LODHRAN,BWP,PUNJAB,KM 851-852 FROM KHANEWAL LODHRAN ROAD TEH.DISTRIXC,29.52694,71.64187,2
102325,AL-MAHMOOD GASOLINE,MULTAN,VEHARI,BWP,PUNJAB,KM NO.53 OF KHANEWAL-LODHRAN ROAD AT MOUZAQADIR PU,29.93441,71.78663,4
116495,FAIRWAYS P/S,VEHARI,VEHARI,BWP,PUNJAB,METHLA CHOWKVEHARI ROADDISTT VEHARI,30.00243,71.81581,3
102687,KHAN OIL TRADERS,VEHARI,VEHARI,BWP,PUNJAB,MAILSIDISTT VEHARI,29.78921,72.16149,3
118492,MANTHAR PETROLEUM SERVICE,VEHARI,KHANEWAL,BWP,PUNJAB,KM-43/44-KWL-LODHRAN166/WB LANGH MAILSIVEHARI,29.9975532,71.8300794,3
116095,AFZAL P/S,VEHARI,BAHAWALPUR,BWP,PUNJAB,AT KM NO.15 ON TIBBA SULTAN PUR MAILSI ROAD AT CHAK NO.195/WB DAKOTA TEHSIL MAILSI,29.90129,72.01409,3
102622,NAQVI OIL TRADERS,VEHARI,MULTAN,BWP,PUNJAB,KARAMPUR ROADMALAKWINE MAILSIDIST VEHARI,29.80878,72.21017,2
115133,SHATAB GARH P/S,VEHARI,VEHARI,BWP,PUNJAB,TIBBA SUL-PUR LUDDN RDMAUZA MITROVIHARI,29.96018,72.05717,0
116798,AMEEN BROS PS,VEHARI,VEHARI,BWP,PUNJAB,GARH MOREDISTT VEHARI,30.04578,72.0655,3
102939,MANAIS PET SERVICE,VEHARI,VEHARI,BWP,PUNJAB,MAILSI TIBBA SULTANPURRD MOU TIBBA SULTANPURVEHARI,29.97139,71.89966,3
102962,SHOOTWAYS,VEHARI,VEHARI,BWP,PUNJAB,KM 6/7 MAILSI/VHR ROAD MUZA ALAM PUR DISTT: VEHARI,29.83646,72.25066,2
102969,KIKRI GAS STATION,VEHARI,VEHARI,BWP,PUNJAB,KAROR PACCA ROADMAUZA KIKRIVEHARI,29.74619,72.08681,3
102974,GREEN STAR FILL STATIO,VEHARI,VEHARI,BWP,PUNJAB,MULTAN/VHR RD NOORSHAHCHOWK AT CHAK NO 95/WEVEHARI,30.02583,72.28474,4
102988,KAMBOH FILL STATION,VEHARI,VEHARI,BWP,PUNJAB,KM 32-33 VER/DEHLI MXCRD. CHAK NO 100/WBVEHARI,30.03958,72.04159,0
103021,AL-FAREED PET SERVICE,VEHARI,VEHARI,BWP,PUNJAB,KM-8 VHR/MAILSI K.PURRD CHAK NO 63/WBVEHARI,29.96657,72.31859,3
103088,ALLAH RAKHA FILL STN,VEHARI,VEHARI,BWP,PUNJAB,KM-627 DEHLI MULTAN RDCHAK-120/WB MAILSIVEHARI,30.00946,71.96243,4
103130,SHAKEEL PET SERVICE,VEHARI,VEHARI,BWP,PUNJAB,KM612 DEHLI MULTAN RD.CHAK174/WBADDAG HUSAINVEHARI,30.04656,72.1281,3
103182,PIR PATHAN PET SER,VEHARI,VEHARI,BWP,PUNJAB,KM40 KHW/LODHRAN RDMOUZA RUKUN PURVEHARI,29.9273426,71.805767,3
103204,ASFAND YAR P/S,VEHARI,VEHARI,BWP,PUNJAB,MALSI-MUTRU ROADMOUZA MITRUVAHARI,29.95528,72.07901,3
103364,ASHRAF PET: SERVICE,VEHARI,VEHARI,BWP,PUNJAB,TIBBA MAILSI ROADCHAK # 143/W.B MAILSIVEHARI,29.88822,72.03598,3
103591,KHURSHID P/S,VEHARI,VEHARI,BWP,PUNJAB,21 KM ;OF GARHA MOREMAINPAKHI ROADVEHARI,30.10063,72.21068,3
103692,NEW MINTHAAR PET.SERV.,VEHARI,VEHARI,BWP,PUNJAB,909 FROM KARACHI ONKHANEWAL LODHRAN ROADQUTABPUR A,30.00184,71.82322,2
118241,GREEN VILLAGE PETROLEUM  SERVICE,VEHARI,VEHARI,BWP,PUNJAB,KM 13 ON VEHARI MAILSI AT MOUZA KOT SORO MORE DISTT: VEHAIR.,29.92095,72.32051,4
104134,ZAFAR PET.SERVICE,VEHARI,VEHARI,BWP,PUNJAB,32 ON DUNYA PURDOATA ROAD AT CHAK 211W.B.MAILSIVEH,29.88029,71.99545,3
117090,A ONE WAZIRISTAN PETROLEUM SERVICE,RAHIM YAR KHAN,RAHIM YAR KHAN,BWP,PUNJAB,"KM NO. 682-683, NATIONAL HIGHWAY MAUZA MUHAMMAD PUR GANGA",28.63941,70.36211,3
105240,NEW DAUD P/S,RAHIMYARKHAN II,RAHIMYARKHAN II,BWP,PUNJAB,KM# 640-641 NATIONALHIGHWAY SADIQABADBYPASSSADIQAB,28.34143,70.13508,4
105255,ZAHIRPIR PETROLEUM,RAHIMYARKHAN II,RAHIM YAR KHAN,BWP,PUNJAB,SERVICE - KM NO 01-02OF ZAHIRPIR BYPASSNATIONAL HI,28.80146,70.54357,4
105256,AL HAMD PETROLEUM,RAHIMYARKHAN II,BAHAWALPUR,BWP,PUNJAB,SERVICE -- B/W KM #752-3 OF KLP RO,29.07448,70.87816,4
117404,GONDAL PETROLEUM SERVICE,RAHIMYARKHAN II,RAHIM YAR KHAN,BWP,PUNJAB,"KHUTHRI BANGLOW, YAZMAN BAHAWALPUR",29.03389,71.41263,3
110703,NAWAZISH FILLING STATION,MAILSI,Vehari,BWP,PUNJAB,"TEHSIL MAILSI CITY, DISTRICT VEHARI",29.80773,72.16894,3
110793,AFZAL SHAH F/S,SADIQABAD,RAHIM YAR KHAN,BWP,PUNJAB,KLP ROAD,28.30811,70.12247,5
110792,FAISALABAD F/S,RAHIM YAR KHAN,RAHIM YAR KHAN,BWP,PUNJAB,ADDA SHEIKH WAIN,28.59047,70.30914,4
110791,KHAN DRAZ F-S,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,K.L.P ROAD,29.26496,71.47951,5
110803,HAJI HANIF (AZM),BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,JAHNGI WALLA,29.43295,71.79941,3
114038,AHSAN P/S,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,KM NO 812813 ON KLP ROAD (N-5) AT,29.21608,71.41815,4
117338,AHMEDPUR PS,AHMEDPUR EAST,BAHAWALPUR,BWP,PUNJAB,NEAR AHMEDPUR BY PASS AHMEDPUR,29.14075,71.22519,4
110848,AL NASEER P/S,RAHIM YAR KHAN,BAHAWALPUR,BWP,PUNJAB,"KM# 690-691, KLP ROAD SARDAR",28.68846,70.41861,4
110857,AMIR NIAZI P/S,RAHIM YAR KHAN,RAHIM YAR KHAN,BWP,PUNJAB,NHA MOUZA CHANJI MQUATPUR,28.92729,70.70212,3
111075,RANDHAWA P/S,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,CHOONA WALA TEHSIL  HASIL PUR FORTABAS,29.49402,72.66012,3
117380,NEW YAZMAN PETROLEUM SERVICE,YAZMAN,BAHAWALNAGAR,BWP,PUNJAB,AHMEDPUR ROAD HEAD RAJKHAN CHACK NO. 113/DNB BAHALWALPUR YAZMAN,29.10463,71.48523,3
119783,CHAUDHARY F/S,AHMEDPUR EAST,BAHAWALPUR,BWP,PUNJAB,KM 805-806 N-5 AHMEDPUR EAST MOUZA IMMAMU ARAIN BAHAWALPUR,29.17064,71.33816,5
118692,SHER SHAH PETROLEUM SERVICE,AHMEDPUR EAST,BAHAWALPUR,BWP,PUNJAB,KLP ROAD  ADDA BOARD TARANDAH MUHAMMAD PANAH BAHAWALPUR,29.11877,70.93478,3
111276,SOUTH P/S,VEHARI,VEHARI,BWP,PUNJAB,MOUZA FIDA VEHARI-MAILSI ROAD KM 37-38 IN TEHSIL MAILSI,29.79865,72.18598,4
111331,AL-MAKKA AGRIMAL,BAHAWALPUR,RAHIM YAR KHAN,BWP,PUNJAB,"MIANWALI QURESHIAN,",28.64309,70.36881,3
111751,RIZWAN AZM,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,BASTI WALA BAHAWALPUR ROAD,29.30289,71.65423,3
113353,HUSNAIN P/S,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,ON HASIL PUR CHISTIAN ROAD AT CHAK58/F,29.71486,72.62558,3
113647,HASSAN TARIQ P/S,VEHARI,BAHAWALPUR,BWP,PUNJAB,VEHARI KARAMPUR MAILSI ROAD,29.89416,72.33967,3
113875,NEW A-1 GAS STATION,BAHAWALPUR,BAHAWALPUR,BWP,PUNJAB,LODHRAN SHUJABAD ROAD AT MOUZA SIDHA GALIWALA,29.72768,71.46981,3
113967,REHMAT P/S,RAHIM YAR KHAN,RAHIM YAR KHAN,BWP,PUNJAB,KM 8-9 ON SHAHRA-E-SHAEIKH ZAID AT CHAK,28.38023,70.36873,2
